severity,device,device_mac,device_ip,anomaly_type,flow,vlan,confidence,timestamp,status,anomaly_id,policy_outcome,traffic_class,source_zone,destination_zone
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","79.124.62.122","blocked_attempt","TCP (SYN):8874","-1","0.75","1773408370","pending","322172","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","79.124.62.122","blocked_attempt","TCP (SYN):26617","-1","0.75","1773408370","pending","322173","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","79.124.62.122","blocked_attempt","TCP (SYN):40716","-1","0.75","1773408370","pending","322174","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","165.154.163.113","blocked_attempt","TCP (SYN):4953","-1","0.75","1773408369","pending","322166","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","79.124.62.122","blocked_attempt","TCP (SYN):25949","-1","0.75","1773408369","pending","322167","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","35.203.211.51","blocked_attempt","TCP (SYN):25000","-1","0.75","1773408369","pending","322168","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","79.124.62.134","blocked_attempt","TCP (SYN):62978","-1","0.75","1773408369","pending","322169","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","35.203.211.83","blocked_attempt","TCP (SYN):34427","-1","0.75","1773408369","pending","322170","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","8.211.43.53","blocked_attempt","TCP (SYN):5500","-1","0.75","1773408369","pending","322171","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","159.148.147.229","blocked_attempt","UDP:5678","-1","0.75","1773408363","pending","322165","expected_deny","unknown","WAN","WAN"
"info","wg-beacon-1","BC:24:11:52:4C:E7","10.20.25.16","volume_spike","tcp:443","25","0.90","1773408362","pending","322159","expected_allow","management_protocol","Services","WAN"
"info","wg-beacon-1","BC:24:11:52:4C:E7","10.20.25.16","volume_spike","tcp:443","25","0.90","1773408362","pending","322160","expected_allow","management_protocol","Services","WAN"
"info","wg-beacon-1","BC:24:11:52:4C:E7","10.20.25.16","volume_spike","tcp:443","25","0.90","1773408362","pending","322161","expected_allow","management_protocol","Services","WAN"
"info","Pixel-8-Pro","76:63:B5:5E:06:94","10.20.35.3","new_destination","tcp:443","35","0.95","1773408362","pending","322162","expected_allow","management_protocol","Trusted","WAN"
"info","Pixel-8-Pro","76:63:B5:5E:06:94","10.20.35.3","new_destination","tcp:443","35","0.95","1773408362","pending","322163","expected_allow","management_protocol","Trusted","WAN"
"info","Pixel-8-Pro","76:63:B5:5E:06:94","10.20.35.3","new_destination","tcp:443","35","0.95","1773408362","pending","322164","expected_allow","management_protocol","Trusted","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","79.124.62.122","blocked_attempt","TCP (SYN):15739","-1","0.75","1773408312","pending","322154","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","79.124.62.122","blocked_attempt","TCP (SYN):62474","-1","0.75","1773408312","pending","322155","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","198.11.177.57","blocked_attempt","TCP (SYN):6435","-1","0.75","1773408312","pending","322156","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","103.57.65.24","blocked_attempt","TCP (SYN):27865","-1","0.75","1773408312","pending","322157","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","193.163.125.93","blocked_attempt","TCP (SYN):4222","-1","0.75","1773408312","pending","322158","expected_deny","unknown","WAN","WAN"
"info","18:FD:74:00:6E:1F","18:FD:74:00:6E:1F","79.124.62.122","blocked_attempt","TCP (SYN):25306","-1","0.75","1773408311","pending","322145","expected_deny","unknown","WAN","WAN"
